GEOID,NAME,geometry,Hispanic,White,Black,American Indian,Asian,Native Hawaiian,Other Race,Two or More,Total,Total 18+,Under 18
55079016500,"Census Tract 165, Milwaukee County, Wisconsin","list(list(c(-87.922525, -87.922531, -87.919669, -87.918239, -87.916753, -87.911252, -87.907379, -87.907385, -87.903302, -87.902394, -87.903557, -87.90591, -87.907107, -87.90834, -87.90851, -87.909813, -87.911168, -87.911173, -87.916234, -87.918474, -87.919808, -87.922635, -87.922525, 43.017041, 43.019106, 43.019109, 43.019089, 43.019085, 43.01908, 43.020069, 43.019605, 43.019473, 43.017548, 43.014337, 43.010072, 43.008824, 43.008273, 43.008589, 43.011044, 43.013641, 43.014158, 43.014158, 43.014173, 
43.014141, 43.014141, 43.017041)))",0.7519051651143099,0.1121930567315834,0.08086367485182049,0.01143099068585944,0.01989839119390347,0,0.0046570702794242165,0.01905165114309907,2362,424,1938
55079016600,"Census Tract 166, Milwaukee County, Wisconsin","list(list(c(-87.918658, -87.918585, -87.91854, -87.918474, -87.916234, -87.911173, -87.911168, -87.909813, -87.90851, -87.90834, -87.90713, -87.908885, -87.914269, -87.916251, -87.918698, -87.918658, 43.008294, 43.011031, 43.012324, 43.014173, 43.014158, 43.014158, 43.013641, 43.011044, 43.008589, 43.008273, 43.006497, 43.006501, 43.006491, 43.006355, 43.006473, 43.008294)))",0.6300512236767217,0.1707455890722823,0.15139442231075698,0.003414911781445646,0.0221969265793967,0,0.005122367672168469,0.01707455890722823,1757,482,1275
55079016700,"Census Tract 167, Milwaukee County, Wisconsin","list(list(c(-87.925734, -87.925659, -87.925602, -87.925522, -87.925453, -87.922635, -87.919808, -87.918474, -87.91854, -87.918585, -87.918658, -87.918698, -87.921442, -87.925734, -87.925734, 43.006467, 43.008293, 43.010159, 43.012291, 43.01414, 43.014141, 43.014141, 43.014173, 43.012324, 43.011031, 43.008294, 43.006473, 43.00647, 43.006452, 43.006467)))",0.7071290944123314,0.09794476557482337,0.11046885035324341,0.008349389852280027,0.04816955684007707,0,0.0032113037893384713,0.02472703917790623,3114,650,2464
55079016800,"Census Tract 168, Milwaukee County, Wisconsin","list(list(c(-87.933172, -87.933079, -87.933057, -87.933006, -87.932999, -87.928026, -87.926858, -87.925453, -87.925522, -87.925602, -87.925659, -87.925734, -87.929688, -87.933234, -87.933172, 43.008376, 43.010192, 43.012331, 43.014012, 43.014246, 43.014227, 43.014186, 43.01414, 43.012291, 43.010159, 43.008293, 43.006467, 43.006489, 43.006548, 43.008376)))",0.7824793388429752,0.07008264462809917,0.08760330578512397,0.004297520661157025,0.036694214876033054,0,0.002644628099173554,0.016198347107438015,3025,393,2632
55079016900,"Census Tract 169, Milwaukee County, Wisconsin","list(list(c(-87.942346, -87.942309, -87.942297, -87.940915, -87.938167, -87.93648, -87.935339, -87.933057, -87.933079, -87.933172, -87.933234, -87.935415, -87.93816, -87.94233, -87.94177, -87.942373, -87.942346, 43.010339, 43.011266, 43.012444, 43.012424, 43.012385, 43.012359, 43.01235, 43.012331, 43.010192, 43.008376, 43.006548, 43.006584, 43.006638, 43.006677, 43.007749, 43.008521, 43.010339)))",0.7541198012032435,0.11064608945854042,0.07507193303688203,0.008108815066701544,0.019879675647397333,0,0.0034004708344232276,0.02877321475281193,3823,654,3169
55079017000,"Census Tract 170, Milwaukee County, Wisconsin","list(list(c(-87.952787, -87.952709, -87.950328, -87.947894, -87.947766, -87.945052, -87.94367, -87.942279, -87.942297, -87.942309, -87.942346, -87.942373, -87.94177, -87.94233, -87.947931, -87.948044, -87.952886, -87.952787, 43.01035, 43.014111, 43.01412, 43.014145, 43.014147, 43.014165, 43.014168, 43.014172, 43.012444, 43.011266, 43.010339, 43.008521, 43.007749, 43.006677, 43.006759, 43.006759, 43.006709, 43.01035)))",0.7510970686326136,0.13112164296998421,0.05529225908372828,0.007723363173600141,0.036510444093382485,0,0.002984026680709145,0.015271195365982097,5697,1054,4643
55079017300,"Census Tract 173, Milwaukee County, Wisconsin","list(list(c(-87.952955, -87.952921, -87.952886, -87.948044, -87.947931, -87.94233, -87.943046, -87.944036, -87.944533, -87.948192, -87.948171, -87.95296, -87.952955, 43.003101, 43.00488, 43.006709, 43.006759, 43.006759, 43.006677, 43.005305, 43.003408, 43.003112, 43.000803, 42.999564, 42.99947, 43.003101)))",0.7868321640582838,0.13680518078791148,0.028332433890987586,0.005126821370750135,0.01807879114948732,8.094981111710739e-4,0.0013491635186184566,0.02266594711279007,3706,576,3130
55079017400,"Census Tract 174, Milwaukee County, Wisconsin","list(list(c(-87.944036, -87.943046, -87.94233, -87.93816, -87.935415, -87.933234, -87.933296, -87.933369, -87.935538, -87.938251, -87.944533, -87.944036, 43.003408, 43.005305, 43.006677, 43.006638, 43.006584, 43.006548, 43.004724, 43.002934, 43.00297, 43.003014, 43.003112, 43.003408)))",0.7275886031966643,0.13134120917303682,0.07922168172341904,0.010771369006254344,0.03161917998610146,6.949270326615705e-4,0.0017373175816539264,0.017025712300208478,2878,546,2332
55079017500,"Census Tract 175, Milwaukee County, Wisconsin","list(list(c(-87.933427, -87.933369, -87.933296, -87.933234, -87.929688, -87.925734, -87.925734, -87.926039, -87.926075, -87.926117, -87.929906, -87.933538, -87.933427, 43.000132, 43.002934, 43.004724, 43.006548, 43.006489, 43.006467, 43.006452, 43.002846, 43.001264, 42.999201, 42.999214, 42.999273, 43.000132)))",0.7419434804164601,0.10114030738720872,0.08230044620723848,0.005701536936043629,0.042637580565195836,4.957858205255329e-4,0.001487357461576599,0.024293505205751114,4034,686,3348
55079017600,"Census Tract 176, Milwaukee County, Wisconsin","list(list(c(-87.926075, -87.926039, -87.925734, -87.921442, -87.918698, -87.918798, -87.918807, -87.918845, -87.923695, -87.924906, -87.926117, -87.926075, 43.001264, 43.002846, 43.006452, 43.00647, 43.006473, 43.001784, 43.00126, 42.99917, 42.999203, 42.999202, 42.999201, 43.001264)))",0.731951393852752,0.12580414581844174,0.06290207290922087,0.008934953538241601,0.048248749106504646,0,0.0035739814152966403,0.01858470335954253,2798,508,2290
55079186500,"Census Tract 1865, Milwaukee County, Wisconsin","list(list(c(-87.922542, -87.922532, -87.921394, -87.918226, -87.917382, -87.91681, -87.911027, -87.906605, -87.905316, -87.90499, -87.90296, -87.902796, -87.902376, -87.902844, -87.904729, -87.903302, -87.907385, -87.907379, -87.911252, -87.916753, -87.918239, -87.919669, -87.922531, -87.922538, -87.922542, 43.023221, 43.024221, 43.02632, 43.026314, 43.026687, 43.027374, 43.027354, 43.027089, 43.02769, 43.027965, 43.025633, 43.025492, 43.025129, 43.024665, 43.022958, 43.019473, 43.019605, 43.020069, 
43.01908, 43.019085, 43.019089, 43.019109, 43.019106, 43.021194, 43.023221)))",0.4397834912043302,0.33558863328822736,0.15200721695985567,0.007668019846639603,0.016689219666215605,0,0.004961659900766802,0.04330175913396482,2217,988,1229
55079186600,"Census Tract 1866, Milwaukee County, Wisconsin","list(list(c(-87.918872, -87.918845, -87.918807, -87.918798, -87.918698, -87.916251, -87.914269, -87.908885, -87.90713, -87.90554, -87.908806, -87.908968, -87.909001, -87.909113, -87.909355, -87.910636, -87.911118, -87.912282, -87.912491, -87.916926, -87.918898, -87.918872, 42.997643, 42.99917, 43.00126, 43.001784, 43.006473, 43.006355, 43.006491, 43.006501, 43.006497, 43.004529, 43.002884, 43.002883, 43.001427, 42.999278, 42.998195, 42.995202, 42.99416, 42.996519, 42.996923, 42.995163, 42.996344, 
42.997643)))",0.5463203463203463,0.31212121212121213,0.08744588744588745,0.006493506493506494,0.012554112554112554,8.658008658008658e-4,0.005627705627705628,0.02857142857142857,2310,817,1493
55079186800,"Census Tract 1868, Milwaukee County, Wisconsin","list(list(c(-87.982601, -87.979186, -87.972819, -87.968416, -87.967244, -87.965204, -87.957744, -87.957744, -87.952296, -87.947755, -87.947754, -87.947747, -87.947742, -87.946384, -87.944827, -87.932933, -87.928206, -87.923541, -87.923744, -87.923105, -87.920514, -87.918758, -87.918758, -87.918689, -87.918414, -87.918186, -87.918201, -87.917382, -87.918226, -87.921394, -87.922532, -87.926732, -87.93304, -87.938084, -87.942242, -87.947799, -87.950276, -87.952643, -87.95386, -87.957684, -87.962294, 
-87.962351, -87.969384, -87.969505, -87.973707, -87.977969, -87.979178, -87.982393, -87.9824, -87.982464, -87.982601, 43.030391, 43.030683, 43.032496, 43.033058, 43.033097, 43.031501, 43.031011, 43.03106, 43.031225, 43.032717, 43.034019, 43.034264, 43.034781, 43.034779, 43.034776, 43.034756, 43.034745, 43.034716, 43.035442, 43.035419, 43.035581, 43.035606, 43.034694, 43.033222, 43.03028, 43.02953, 43.027715, 43.026687, 43.026314, 43.02632, 43.024221, 43.024241, 43.024228, 43.024223, 43.0242, 43.02417, 
43.024027, 43.023837, 43.023718, 43.023692, 43.02343, 43.024165, 43.024157, 43.0207, 43.019942, 43.019188, 43.018976, 43.018384, 43.020064, 43.024126, 43.030391)))",0.39631336405529954,0.2862903225806452,0.25172811059907835,0.004032258064516129,0.01555299539170507,0.002880184331797235,0.004032258064516129,0.03917050691244239,1736,865,871
